Sr No,Image File,Caption,source_dataset
9726,img/insta9726,Happy Mothers Day to my grandma MJ. So happy I got to spend the day with you and my babies! You have taught all of us girls to be independent and work hard and I'm so grateful for you! ,instagram_data
9727,img/insta9727,Happy Mothers Day mom! I'm so lucky to have you as my mom. Being a mom now makes me appreciate how hard it was to raise all of us! I love finding old pics and seeing us always dressed as twins (even though I look cray with the bangs I just cut). I love you! ,instagram_data
9728,img/insta9728,June Cover wearing Yeezy ,instagram_data
9729,img/insta9729,Viva Cohiba ,instagram_data
9730,img/insta9730,On our way to Ernest Hemingway's home ,instagram_data
9731,img/insta9731,I love Cuba! One of our best trips yet! Being away and living in the moment having no phone service was so amazing! We felt like we stepped back into a different time period. I can't wait to go back. Thank you Cuba! ,instagram_data
9732,img/insta9732,I love my husbands eyes at the Met ,instagram_data
9733,img/insta9733,Balmain Army ,instagram_data
9734,img/insta9734,Thank you Vogue for making us the best dressed couple!!! THANK YOU & for bringing us & making us the sickest looks! We love you ,instagram_data
9735,img/insta9735,This diamond cuff earring though ,instagram_data
9736,img/insta9736,💎💎💎 ,instagram_data
9737,img/insta9737,"Robot glam! We did a bleached brow, which I love for editorial or a themed fashion event like the Met. It's fun to take a risk at an event like this! & wet slicked back hair. ",instagram_data
9738,img/insta9738,About last night.... MET 2016 ,instagram_data
9739,img/insta9739,This time last year.... ,instagram_data
9740,img/insta9740,Met Monday.... ,instagram_data
9741,img/insta9741,Midnight Met Prep ,instagram_data
9742,img/insta9742,Keeping Up With The Kardashians Season 12 premiere airs tonight!!!!!! Honestly this is one of the craziest seasons ever!!! Tune into E! ,instagram_data
9743,img/insta9743,So proud of on the launch of her new book! Looking at these collection of images is so inspiring! Thanks for signing a book for North! Love you!!! ,instagram_data
9744,img/insta9744,I stay working out 😫 ,instagram_data
9745,img/insta9745,Set vibes ,instagram_data
9746,img/insta9746,Sipping' on some Lemonade this morning.... 👑🐝🍋 🙌🏽 ,instagram_data
9747,img/insta9747,Shot a fun tutorial today with using only drug store products on my app! Link in bio ,instagram_data
9748,img/insta9748,"My fave dentist On the rare occasion that I smile, thanks for making my smile so pretty! We're gonna do some fun giveaways on my app! ",instagram_data
9749,img/insta9749,all chest no legs!!!! Shoutout to whoever took this pic! I love it! ,instagram_data
9750,img/insta9750,"I can't believe it has been a year since my cousins, Khloe, Kanye, North and I visited Armenia and learned so much about our family history. Today marks the 101st year of the Armenian Genocide. Over 1.5 million Armenians were massacred by the Ottoman Empire. Today is an extremely important day of memorial for me and millions of fellow Armenians across the world. We need to stand together as one and help get the recognized. 🇦🇲 ",instagram_data
9751,img/insta9751,My cutie ,instagram_data
9752,img/insta9752,Back in Miami ,instagram_data
9753,img/insta9753,bathroom break ,instagram_data
9754,img/insta9754,I will always remember this moment with one of my favorite artists! I was so star struck I froze! RIP Prince ,instagram_data
9755,img/insta9755,Girls day! ,instagram_data
9756,img/insta9756,blue lagoon! ,instagram_data
9757,img/insta9757,Icey ,instagram_data
9758,img/insta9758,On top of a glacier! ,instagram_data
9759,img/insta9759,Helicopter to the top of a glacier in Iceland! No biggie ,instagram_data
9760,img/insta9760,Happy Birthday Thank you for always doing everything first so I can copy you! I don't know what I would do without you! I love you! Happy Birthday! ,instagram_data
9761,img/insta9761,Iceland Waterfall ,instagram_data
9762,img/insta9762,,instagram_data
9763,img/insta9763,My is life!!! Yep we own the patent sooooo go to Lumee.com to get the original! Your selfies will be lit!!!! Xo ,instagram_data
9764,img/insta9764,My glam squad working hard ,instagram_data
9765,img/insta9765,Love you guys! ,instagram_data
9766,img/insta9766,Thank you Hakassan for having me! Thank you & for dressing me! And thank you for glamming me! ,instagram_data
9767,img/insta9767,One of my besties came to Vegas with us too! ❤️ Simon! ,instagram_data
9768,img/insta9768,Vegas this weekend was so much fun! The king of Vega$ came to hang out You guys don't understand! He threw me my very 1 st princess party in 2007! ,instagram_data
9769,img/insta9769,"My heart breaks for my sweet friend Rockie. I'm deeply saddened by your loss. Will, you were an angel to your family on earth and you will continue to be in the life after. May God bless you! Sending so many prayers to her and her family!!! May the Lord surround her and her children with love and protection during this devastating time. ",instagram_data
9770,img/insta9770,VEGA$ BABY ,instagram_data
9771,img/insta9771,All about our Vail trip today on my app and KimKardashianWest.com ,instagram_data
9772,img/insta9772,Do you wanna build a snowman ⛄️ ,instagram_data
9773,img/insta9773,Natures beauty ,instagram_data
9774,img/insta9774,Vail ,instagram_data
9775,img/insta9775,braids braids braids braids braids ,instagram_data
9776,img/insta9776,Praying for everyone in Armenia and all around the world! 🇦🇲 ,instagram_data
9777,img/insta9777,MOOD ,instagram_data
9778,img/insta9778,👻 ,instagram_data
9779,img/insta9779,TLOP ,instagram_data
9780,img/insta9780,Ultra Light Beams ,instagram_data
9781,img/insta9781,JAMES TURRELL ,instagram_data
9782,img/insta9782,Cocktails with Khloe vibes today! 🍸🍾🍺🍹Hair Make Up ,instagram_data
9783,img/insta9783,Happy Birthday I miss you! ,instagram_data
9784,img/insta9784,Happy Easter everyone! 🐰🐰🐰 ,instagram_data
9785,img/insta9785,Good night ,instagram_data
9786,img/insta9786,When my fave photog uses my ... Get yours at LumeeCase.com ,instagram_data
9787,img/insta9787,I ❤️ Alber! ,instagram_data
9788,img/insta9788,LA LOVE! I love when they come to my home town! ,instagram_data
9789,img/insta9789,FAMILIA ,instagram_data
9790,img/insta9790,I love you guys! ,instagram_data
9791,img/insta9791,Love when my boo is in town ❤️💥 ,instagram_data
9792,img/insta9792,Happy Birthday Robbie I love you so much!!! 🍀🍀🍀🎂🎂🎂 ,instagram_data
9793,img/insta9793,Good morning ,instagram_data
9794,img/insta9794,👯 ,instagram_data
9795,img/insta9795,Throwback to my baby...I can't believe how big she is now ,instagram_data
9796,img/insta9796,You're the sun in my morning babe ,instagram_data
9797,img/insta9797,beautiful morning ,instagram_data
9798,img/insta9798,Happy Birthday I can't even put into words how much you guys mean to me! We've literally been thru it all! I love you guys so much! ,instagram_data
9799,img/insta9799,Happy Birthday to the hardest working girl I know! I am so proud of you. Our travels around the world will always be some of my best memories! I Love you!!!! ,instagram_data
9800,img/insta9800,I'm on snapchat now! Add me- KimKardashian 🍑 ,instagram_data
9801,img/insta9801,Reading my comments like....LOL ,instagram_data
9802,img/insta9802,,instagram_data
9803,img/insta9803,Paris flashback BTS on my app! ,instagram_data
9804,img/insta9804,Step up in this bitch like.... ,instagram_data
9805,img/insta9805,Bae's in Paris ,instagram_data
9806,img/insta9806,"About last night- This was the moment right before Sacha showed us the CRAZIEST scene from ""The Brothers Grimbsy"" We laughed so hard we cried! ",instagram_data
9807,img/insta9807,Filmed a fun new piece for my app! Cute stories with my besties! ,instagram_data
9808,img/insta9808,Hike 🌿 ,instagram_data
9809,img/insta9809,Waves 🌊 ,instagram_data
9810,img/insta9810,Beautiful morning ,instagram_data
9811,img/insta9811,Mogul Talk 🔑 ,instagram_data
9812,img/insta9812,SAINT WEST ,instagram_data
9813,img/insta9813,"Happy Birthday dad! So much has gone on in our lives since you've been gone, and I know you have been my guardian angel seeing it all unfold! I love you and miss you so much! ",instagram_data
9814,img/insta9814,Birthdazeeee ,instagram_data
9815,img/insta9815,,instagram_data
9816,img/insta9816,So today we went baby shopping with & Kanye & North were a little too quiet. We found them passed out in the middle of the store 😂👼🏽 ,instagram_data
9817,img/insta9817,Happy Birthday to my best friend We've been around the world on so many journeys. You can make any situation fun no matter what! I couldn't imagine life without you! I love you! ,instagram_data
9818,img/insta9818,Missing NYC ,instagram_data
9819,img/insta9819,YEEZY SEASON 3 FITTINGS BTS on my app! ,instagram_data
9820,img/insta9820,Last night at the Nas & Maxwell concert with ❤️ ,instagram_data
9821,img/insta9821,My Valentine ,instagram_data
9822,img/insta9822,Dressing room diaries ,instagram_data
9823,img/insta9823,PABLO ,instagram_data
9824,img/insta9824,Ultra Light Beams 💫 ,instagram_data
9825,img/insta9825,YEEZY coat & shoes X Adidas jumpsuit ,instagram_data
9826,img/insta9826,Tell my baby I'm back in town... ,instagram_data
9827,img/insta9827,YZY SZN 3 ,instagram_data
9828,img/insta9828,FITTINGS- Givenchy X Yeezy X Anti Social Social Club ,instagram_data
9829,img/insta9829,🌊 ,instagram_data
9830,img/insta9830,The Life of Pablo ,instagram_data
9831,img/insta9831,I'm so proud of my husband! Last night was epic! A sold out Madison Square Garden for his fashion show/listening party!!!! ,instagram_data
9832,img/insta9832,Kim2 ,instagram_data
9833,img/insta9833,,instagram_data
9834,img/insta9834,Step into this bitch like.... ,instagram_data
9835,img/insta9835,Ultra Light Beams ,instagram_data
9836,img/insta9836,YEEZY X BALMAIN The fam all dressed in exclusive Balmain for Yeezy pieces! Kanye flew to Paris a week ago and made it happen in 5 days!!! ,instagram_data
9837,img/insta9837,Yeezy Vibes ,instagram_data
9838,img/insta9838,OG's Day 1 ❤️ ,instagram_data
9839,img/insta9839,YEEZY SEASON 3 ,instagram_data
9840,img/insta9840,Thank you Mr. Ralph Lauren for making Saint this little jacket. It's so special! We will cherish it forever! ,instagram_data
9841,img/insta9841,Thank you and for the motivation!!! LOL ,instagram_data
9842,img/insta9842,Super Soul Sunday time before Super Bowl Sunday time with Khloe & Lamar ,instagram_data
9843,img/insta9843,Thank you & for the fun shoot and showing me so much about snap chat today! LOL ,instagram_data
9844,img/insta9844,,instagram_data
9845,img/insta9845,Sleek ponytail tutorial today on my app with ,instagram_data
9846,img/insta9846,"Hello, it's me ",instagram_data
9847,img/insta9847,Tea anyone? ,instagram_data
9848,img/insta9848,It's gonna be a long night... ,instagram_data
9849,img/insta9849,🌊 ,instagram_data
9850,img/insta9850,Studio Vibes ,instagram_data
9851,img/insta9851,Morning Jog ,instagram_data
9852,img/insta9852,Keep Up ,instagram_data
9853,img/insta9853,"to monokinis, belly rings & huge metallic bags ",instagram_data
9854,img/insta9854,REAL FRIENDS ,instagram_data
9855,img/insta9855,LATEX x KIMKARDASHIANWEST.COM ,instagram_data
9856,img/insta9856,Remember these pics? We're finally showing this photo shoot tonight on KUWTK! Tune in tonight on E! ,instagram_data
9857,img/insta9857,BTS COMPLEX SHOOT x ON MY APP ,instagram_data
9858,img/insta9858,JUICY COUTURE TRACKSUITS GIVE ME LIFE!!!!! Check out my collection on my app! ,instagram_data
9859,img/insta9859,Obsessed with these new looks in the Kim Kardashian Hollywood game! Download it in the App Store! ,instagram_data
9860,img/insta9860,Happy Birthday to my best friend Allison. We've been through it all together & there's no one else I'd rather experience it all than with u. I can't wait to achieve our goals 💰💵 ,instagram_data
9861,img/insta9861,You have to see the Ellen Show today! Hilary Clinton talks about how she never looked better in our perfectly lit selfie!!!! ,instagram_data
9862,img/insta9862,Selfies about to be LIT! 💡Today on my app I talk about the perfect selfie lighting! The secret to my selfies Lumee.com ,instagram_data
9863,img/insta9863,BTS VIDEO FROM MY SORBET MAG SHOOT IN PARIS ON MY APP KIMKARDASHIANWEST.COM ,instagram_data
9864,img/insta9864,REAL FRIENDS & NO MORE PARTIES IN LA KanyeWest.com ,instagram_data
9865,img/insta9865,strolling down Robertson Blvd. ,instagram_data
9866,img/insta9866,Should I? ,instagram_data
